121
122.4
125.4
125.8
124.4
119
115.9
122.1
123.4
125.2
124
123.6
122.9
123.4
123.3
122.9
122.9
122.1
120.9
117.9
116.2
116.4
118.8
118.7
118.2
116.2
118.5
122.1
121.5
121.3
119.3
116.4
113
109.3
109.4
108.2
105.1
100.7
98.5
95.6
94.7
95
94.5
93.8
89.6
89
90.4
87.7
87.1
84.9
86
87.4
89.2
90.6
93.8
93
95.3
96.1
95.9
95.8
95.1
97.7
98.1
96.2
95.1
97.4
98
100.2
99.3
99.9
98.9
98.9
96.4
96.8
97.9
99
98.6
98.7
97
95.1
96
94.2
93.3
92.2
92.2
93.3
94
93.2
93.6
94.3
95.4
95.1
94.1
93.4
95.2
98.6
101
102.5
99.4
95.2
92.5
91.1
93.3
94
95.9
98
101.4
105.6
108.6
113.5
116.6
119.2
122.1
128.1
125.3
124.6
128
129.2
133.2
135.3
134.1
135.4
140.7
159.3
